contract_id,contract_title,full_contract_text,chapter_number,chapter_title,section_reference,category_derived_non_canonical,canonical_version,status
GP-470,Merge och deployment är separata beslut,En godkänd eller mergad PR får inte beskrivas som live förrän deployment och produktionsverifiering är bekräftade.,24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,governance,v1.0,Canonical Review Candidate
GP-471,Agentstatus ska motsvara verifierat tillstånd,"Påståenden om analys, ändring, test, commit, push, PR, merge och deployment ska stödjas av faktisk verktygs- eller systemevidens.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-472,Högriskdeployment ska vara progressiv,"Förändringar i säkerhet, data, agenter, programlogik och centrala domänmotorer ska använda staging, feature flags, canary, stoppregler och rollback där relevant.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-473,Teknisk leverans och produktnytta ska separeras,Merge eller deployment innebär inte att förändringen är validerad; avsedd effekt och skyddsmått ska följas upp.,24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,governance,v1.0,Canonical Review Candidate
GP-474,Meningsbärande projektmaterial ska bevaras,"Branches, worktrees, dokument, kod och artefakter får inte raderas innan innehållet har identifierats, säker kopia verifierats och borttagning godkänts.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,governance,v1.0,Canonical Review Candidate
GP-475,Agenter får inte självmodifiera sitt utvecklingsmandat,"Utvecklingsagenter får inte själva höja behörighet, ändra branch protection, lägga till secrets, ge sig merge- eller deploymenträtt eller ändra sitt produktionsmanifest.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-476,Utvecklingsautonomi ska förtjänas per capability,"Read, branch-write, commit, push, PR, merge och deployment ska vara separata och återkalleliga mandat som höjs genom verifierad kvalitet.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-477,"Agentutveckling ska vara branch-, test- och reviewstyrd","Förändringar av produkt, agenter, prompts, policies, schema, modeller och utvecklingsverktyg ska ske genom separat branch, tester, kvalificerad review, kontrollerad utrullning och effektuppföljning.",24,Agentdriven produktutveckling,24.215 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-478,Leveranstillstånd ska vara separata,"Lokal ändring, testad kod, commit, push, PR, review, merge, deployment, produktionsverifiering och validerad effekt ska representeras som skilda tillstånd.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,governance,v1.0,Canonical Review Candidate
GP-479,Main ska vara skyddad huvudlinje,"Normal utveckling får endast nå main genom godkänd pull request, required checks och behörigt mergebeslut.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,governance,v1.0,Canonical Review Candidate
GP-480,Repositorymiljön ska verifieras före förändring,"Repository, remote, branch, worktree, upstream, HEAD, status och pågående gitoperationer ska kontrolleras innan skrivande arbete.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,operations,v1.0,Canonical Review Candidate
GP-481,Orelaterade ändringar får aldrig följa med,"Staging, commit, push och PR ska endast innehålla granskade filer och hunks inom godkänt scope.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,governance,v1.0,Canonical Review Candidate
GP-482,Meningsbärande projektmaterial ska bevaras,"Filer, branches, worktrees, dokument och artefakter får inte raderas innan innehåll, canonical status, säker kopia och borttagningsmandat har verifierats.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-483,Commits ska vara fokuserade och bevisbara,"Varje commit ska representera en begriplig förändring, ha korrekt identitet och inte beskrivas som skapad förrän hash och branch verifierats.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,governance,v1.0,Canonical Review Candidate
GP-484,Testresultat ska vara commit- och miljöbundna,"Ett testbevis ska ange kommando, commit, miljö, status, skips och begränsningar och får inte återanvändas efter relevant kodförändring.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,governance,v1.0,Canonical Review Candidate
GP-485,Risk ska styra testmatrisen,"Testkrav ska öka med domän-, säkerhets-, integritets-, migrations- och produktionsrisk och får inte reduceras till en universell minimikontroll.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-486,Skipped och not run är inte passed,"Alla ej körda, avbrutna, instabila och karantänsatta tester ska redovisas och får inte presenteras som fullständigt godkänd testsvit.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-487,CI är en oberoende verifieringsgräns,Lokala tester får inte ersätta required remote checks som körs mot rätt commit i kontrollerad miljö.,25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,governance,v1.0,Canonical Review Candidate
GP-488,Pull request ska vara normal granskningsgräns,"Varje vanlig förändring ska levereras genom fokuserad PR med problem, scope, testbevis, risk, migration, rollout och rollback.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-489,PR-beskrivning ska motsvara faktisk diff,"Automatiska eller manuella sammanfattningar får inte påstå implementation, tester eller påverkan som inte kan verifieras i kod och evidens.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,governance,v1.0,Canonical Review Candidate
GP-490,Review ska vara roll- och riskbaserad,"Berörda code owners, domän-, säkerhets-, integritets-, data- och releaseansvariga ska granskas enligt paths och riskklass.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-491,Författaren får inte ensam godkänna kritisk förändring,Hög- och kritisk risk ska kräva oberoende review och vid behov fyraögonsprincip.,25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-492,Reviewkommentarer ska lösas verkligt,"Blockerande och required kommentarer får inte markeras lösta utan kodändring, test, dokumentation eller accepterad motivering.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,governance,v1.0,Canonical Review Candidate
GP-493,Merge readiness ska vara explicit,"En PR får endast betraktas som merge ready när base, checks, reviews, conversations, scope, migration, rollout, rollback och ansvarigt beslut är verifierade.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,compliance,v1.0,Canonical Review Candidate
GP-494,Merge kräver separat mandat,"Rätt att skriva, committa, pusha eller skapa PR ger inte automatisk rätt att mergea.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-495,Closed är inte merged och merged är inte deployed,"PR-, merge-, release- och deploymentstatus ska hämtas från verkligt systemtillstånd och aldrig härledas från otydlig text.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,governance,v1.0,Canonical Review Candidate
GP-496,Deployment ska vara progressiv och verifierbar,"Högre risk ska använda skyddade miljöer, artefaktidentitet, staging, flags, canary, stoppregler, rollback och produktionsverifiering.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-497,Dataförändringar kräver särskild rollbackmodell,"Schema- och datamigrationer ska ha kompatibilitets-, repair- eller compensationplan och får inte förlita sig på blind kodrevert.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-498,Produktionshälsa ska verifieras efter deployment,"Rätt artefakt, migration, flags, centrala flöden, logs, metrics och skyddsmått ska kontrolleras innan produktionen beskrivs som verifierad.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-499,Statusrapportering ska vara evidensbaserad,"Agenter och människor ska endast rapportera test, commit, push, PR, merge, deployment och validering som genomförda när verifierbara bevis finns.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-500,Governance får inte självmodifieras av utvecklingsagenten,"Agenter får inte själva ta bort checks, sänka reviewkrav, ändra CODEOWNERS, ge sig merge- eller deploymentmandat eller kringgå protected environments.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-501,Governanceförändringar ska själva följa governance,"Branch-, test-, CI-, review-, merge-, release- och deploymentregler ska ändras genom separat branch, policytester, oberoende review och kontrollerad utrullning.",25,"Branch-, test-, PR- och mergegovernance",25.289 ARKITEKTURKONTRAKT,governance,v1.0,Canonical Review Candidate
GP-502,Behörighet ska vara explicit och tekniskt genomdriven,"Identitet, roll eller agentpersonlighet får inte i sig ge rätt att läsa, skriva, dela, spendera, radera eller påverka systemtillstånd.",26,"Behörigheter, autonomi och godkännanden",26.302 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-503,Default deny ska gälla,"När giltigt grant, scope, capability eller approval inte kan verifieras ska handlingen nekas, förberedas eller eskaleras.",26,"Behörigheter, autonomi och godkännanden",26.302 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-504,Minsta privilegium ska gälla hela kedjan,"Varje människa, agent, integration och workflow ska endast få den capability, data, authority, miljö och tid som uppgiften kräver.",26,"Behörigheter, autonomi och godkännanden",26.302 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-505,Authority ska vara capabilityspecifik,L0–L6 ska tilldelas per capability och scope och får aldrig behandlas som en global agentnivå.,26,"Behörigheter, autonomi och godkännanden",26.302 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-506,"Föreslå, förbereda, godkänna, genomföra och verifiera ska separeras",Rätt att utföra ett steg får inte automatiskt ge rätt att utföra nästa eller godkänna den egna handlingen.,26,"Behörigheter, autonomi och godkännanden",26.302 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-507,Agenter får inte bevilja sig själva mandat,"Atlas, Arnold och andra agenter får inte själva höja authority, bredda scope, förlänga giltighet eller ta bort approvalkrav.",26,"Behörigheter, autonomi och godkännanden",26.302 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-508,Approval ska vara exakt och tidsbegränsat,"Godkännanden ska avse en tydligt beskriven handling, effekt, resursversion, kostnad, risk och giltighetsperiod.",26,"Behörigheter, autonomi och godkännanden",26.302 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-509,Tystnad är inte godkännande,"Avsaknad av svar, timeout eller utebliven reaktion får inte tolkas som approval.",26,"Behörigheter, autonomi och godkännanden",26.302 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-510,Approval får inte användas som mörk bundling,"Operativ handling, datadelning, köp, marknadsföring och andra separata beslut får inte döljas i ett enda otydligt godkännande.",26,"Behörigheter, autonomi och godkännanden",26.302 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-511,Autonomi ska förtjänas per capability,Verifierad kvalitet i en handlingstyp får endast påverka autonomin för samma eller uttryckligt relaterade capability.,26,"Behörigheter, autonomi och godkännanden",26.302 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-512,Hög confidence skapar inte högre authority,Agentens säkerhet i sin analys får aldrig i sig ge större mandat eller lägre approvalkrav.,26,"Behörigheter, autonomi och godkännanden",26.302 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-513,Autonomi ska vara begränsad och återkallelig,"Varje autonomt mandat ska ha scope, riskgräns, budget, rapporteringsregel, expiry eller review och omedelbar revocation.",26,"Behörigheter, autonomi och godkännanden",26.302 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-514,Approvaltrötthet får inte användas för att skapa bred fullmakt,"GainPilot ska minska onödiga approvals genom riskbaserade och granulära mandat, inte genom att pressa användaren till obegränsad autonomi.",26,"Behörigheter, autonomi och godkännanden",26.302 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-515,Kostnad kräver separat budgetmandat,"Permission att använda en capability ger inte automatiskt rätt att skapa kostnad, köp, abonnemang eller leverantörsåtagande.",26,"Behörigheter, autonomi och godkännanden",26.302 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-516,Delegation får aldrig bredda rättigheter,"En delegat eller underagent får aldrig större authority, scope, budget eller datatillgång än delegatorn och den aktuella uppgiften tillåter.",26,"Behörigheter, autonomi och godkännanden",26.302 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-517,Revocation ska få snabb och fullständig effekt,"Återkallande ska stoppa nya handlingar, tokens, delegation och cachead permission samt hantera pågående och offlinearbete säkert.",26,"Behörigheter, autonomi och godkännanden",26.302 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-518,Nödstopp ska vara granulärt,"GainPilot ska kunna stoppa agent, capability, projekt, writeplan eller hela systemet utan att säkra read-only-funktioner försvinner i onödan.",26,"Behörigheter, autonomi och godkännanden",26.302 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-519,Återstart ska vara kontrollerad,"Autonomi och writebehörighet får inte återställas fullt ut efter incident utan verifiering, review och relevant approval.",26,"Behörigheter, autonomi och godkännanden",26.302 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-520,Behörighet ska verifieras vid execution,"Approval eller grant ska omprövas mot aktuell resursversion, risksignal, expiry och context för att motverka replay och TOCTOU-fel.",26,"Behörigheter, autonomi och godkännanden",26.302 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
