contract_id,contract_title,full_contract_text,chapter_number,chapter_title,section_reference,normative_term,category_derived_non_canonical,canonical_version,status
MI-18-143,Node-to-node-transfer,Transfer success SKA verifiera integritet och rätt destination.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.41 Node-to-node-transfer,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-144,Work placement,Work placement SKA vara policybaserat.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.42 Work placement,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-145,Work placement,Billigaste provider FÅR INTE väljas om dataklassen eller kvaliteten förbjuder det.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.42 Work placement,FÅR INTE,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-146,Work placement,Högsta kvalitet FÅR INTE motivera förbjudet datautflöde.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.42 Work placement,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-147,Work placement,Placement decision SKA kunna förklaras.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.42 Work placement,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-148,Fallback,"Fallback SKA genomgå ny destination-, data- och policykontroll.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.43 Fallback,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-149,Fallback,Fallback FÅR INTE ärva egress approval om destinationen ändras materiellt.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.43 Fallback,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-150,Fallback,Känslig data SKA stanna eller workflowet falla säkert om godkänd fallback saknas.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.43 Fallback,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-151,Fallback,Provider outage FÅR INTE automatiskt leda till svagare privacy.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.43 Fallback,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-152,Degraded mode,"Degraded mode SKA bevara privacy-, authority- och egressgränser.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.44 Degraded mode,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-153,Degraded mode,Systemet FÅR INTE “lösa” degraded mode genom otillåten provider.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.44 Degraded mode,FÅR INTE,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-154,Degraded mode,Output från lägre kvalitetsläge SKA märkas med relevant uncertainty.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.44 Degraded mode,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-155,Offline processing,Offline processing SKA använda lokalt tillgängliga och fortfarande giltiga grants.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.45 Offline processing,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-156,Offline processing,Offline output FÅR INTE automatiskt synkroniseras efter återanslutning utan current-state-kontroll.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.45 Offline processing,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-157,Offline processing,Utgånget egress grant SKA blockera köad upload.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.45 Offline processing,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-158,Offline processing,Offline cache SKA skyddas och rensas enligt policy.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.45 Offline processing,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-159,Agent delegation,Agent delegation SKA använda context minimization.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.46 Agent delegation,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-160,Agent delegation,Agent FÅR INTE få hela project memory när specifikt underlag räcker.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.46 Agent delegation,FÅR INTE,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-161,Agent delegation,Nedströms agent FÅR INTE vidaredelegera data utan tillåten lineage och grant.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.46 Agent delegation,FÅR INTE,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-162,Agent delegation,Agentoutput SKA återföras till rätt project och dataklass.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.46 Agent delegation,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-163,Context packaging,Context package SKA vara explicit och versionsspårbart.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.47 Context packaging,SKA,audit,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-164,Context packaging,Context package FÅR INTE innehålla irrelevant global history.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.47 Context packaging,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-165,Context packaging,Policy och data SKA vara logiskt separerade för att motstå prompt injection.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.47 Context packaging,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-166,Provider input package,Provider input SKA kunna inspekteras före högriskegress.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.48 Provider input package,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-167,Provider input package,Känslig providerrequest SKA ha en reproducerbar redaction record.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.48 Provider input package,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-168,Provider input package,Providerpaket FÅR INTE innehålla interna secrets eller onödiga agentinstruktioner.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.48 Provider input package,FÅR INTE,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-169,Provider output,Provideroutput SKA betraktas som overifierad extern output.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.49 Provider output,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-170,Provider output,"Output SKA valideras före action, canonical storage eller publicering.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.49 Provider output,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-171,Provider output,"Provideroutput FÅR INTE ändra authority, grants eller policy.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.49 Provider output,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-172,Provider output,Generated files SKA säkerhets- och provenanceklassificeras.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.49 Provider output,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-173,Retention hos provider,Providerretention SKA vara känd eller riskklassificerad.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.50 Retention hos provider,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-174,Retention hos provider,Känslig data FÅR INTE skickas till provider med otillräcklig retentionkontroll.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.50 Retention hos provider,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-175,Retention hos provider,Zero-retention- eller no-training-inställning SKA verifieras där den krävs.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.50 Retention hos provider,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-176,Retention hos provider,Retentionförändring SKA kunna ogiltigförklara provider eligibility.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.50 Retention hos provider,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-177,Provider training och reuse,Training och reuse SKA vara separata policyfält.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.51 Provider training och reuse,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-178,Provider training och reuse,"Project-confidential, private och sensitive data SKA vara no-training som standard.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.51 Provider training och reuse,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-179,Provider training och reuse,Användaren eller tenant SKA kunna se när training eller reuse är tillåten.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.51 Provider training och reuse,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-180,Provider training och reuse,Tyst förändrad training policy SKA trigga review.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.51 Provider training och reuse,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-181,Underleverantörer,Relevant subprocessorstruktur SKA ingå i provider riskprofil.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.52 Underleverantörer,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-182,Underleverantörer,Ny subprocessor eller region SKA kunna kräva reapproval för känslig data.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.52 Underleverantörer,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-183,Underleverantörer,Om subprocessorstatus är okänd SKA känslig egress stoppas.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.52 Underleverantörer,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-184,Data deletion efter providerbehandling,Provider deletion SKA begäras eller styras enligt requestens retentionpolicy.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.53 Data deletion efter providerbehandling,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-185,Data deletion efter providerbehandling,Atlas SKA skilja deletion requested från deletion verified.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.53 Data deletion efter providerbehandling,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-186,Data deletion efter providerbehandling,Systemet FÅR INTE påstå full deletion från providerbackup utan bevis.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.53 Data deletion efter providerbehandling,FÅR INTE,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-187,Data deletion efter providerbehandling,Deletion failure SKA kunna påverka framtida provider eligibility.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.53 Data deletion efter providerbehandling,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-188,Revocation,Revocation SKA stoppa nya requests omedelbart.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.54 Revocation,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-189,Revocation,Pending queue SKA omvärderas och blockeras.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.54 Revocation,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-190,Revocation,"Redan skickad data SKA hanteras genom retention-, deletion- och incidentpolicy.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.54 Revocation,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-191,Revocation,Offline node SKA få revocation så snart den återansluts innan nya uploads tillåts.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.54 Revocation,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-192,Kommunikation,Full inbox eller full tråd FÅR INTE skickas när ett begränsat urval räcker.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.55 Kommunikation,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-193,Kommunikation,Privata konversationer SKA vara local-first och explicit shared.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.55 Kommunikation,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-194,Kommunikation,"OTP, recovery links och credentials SKA filtreras före agent- och provideråtkomst.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.55 Kommunikation,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-195,Kommunikation,Outbound draft SKA återföras till rätt conversation utan provideråtkomst till andra trådar.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.55 Kommunikation,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-196,Filer,Hel fil FÅR INTE laddas upp när relevant extrakt räcker.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.56 Filer,FÅR INTE,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-197,Filer,"Filens project, rights och provenance SKA följa providerrequesten.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.56 Filer,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-198,Filer,Temporär providerfil SKA ha deletion requirement.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.56 Filer,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-199,Media,Privat råmedia FÅR INTE skickas när ett sanerat derivat räcker.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.57 Media,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-200,Media,Barnrelaterat och identity-bearing media SKA ha förstärkt egress review.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.57 Media,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-201,Media,Röst- och ansiktsrepresentationer SKA behandlas som särskilt känsliga.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.57 Media,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-202,Plats,Exakt plats FÅR INTE skickas när grov plats eller trigger räcker.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.58 Plats,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-203,Plats,"Hem-, barn- och vårdrelaterad plats SKA vara local-only som standard.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.58 Plats,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-204,Plats,Provider FÅR INTE bygga användarens fulla rörelsehistorik genom upprepade requests.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.58 Plats,FÅR INTE,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-205,Hälsa och ekonomi,"Hälso- och ekonomidata SKA minimeras, pseudonymiseras och skickas endast till godkänd destination.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.59 Hälsa och ekonomi,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-206,Hälsa och ekonomi,"Bankdata, journaltext eller identifierande underlag FÅR INTE skickas till vanlig modellprovider utan särskilt scope.",18,"Lokal bearbetning, molnbearbetning och datautflöde",18.59 Hälsa och ekonomi,FÅR INTE,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-207,Hälsa och ekonomi,Ekonomiska belopp FÅR behandlas utan identitet när uppgiften tillåter det.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.59 Hälsa och ekonomi,FÅR,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-208,Data lineage,Känslig eller project-critical data SKA ha tillräcklig lineage.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.60 Data lineage,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-209,Data lineage,Derivat SKA länkas till source och processing request.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.60 Data lineage,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-210,Data lineage,Cross-provider-processing SKA bevara hela destinationkedjan.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.60 Data lineage,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-211,Data lineage,Lineage FÅR INTE innehålla secret values när referenser räcker.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.60 Data lineage,FÅR INTE,security,v1.0,Canonical Edition v1.0 — APPROVED
MI-18-212,Data inventory,Data inventory SKA vara maskinellt sökbar för behörig principal.,18,"Lokal bearbetning, molnbearbetning och datautflöde",18.61 Data inventory,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
